title,type,release_year,runtime,genres,lead_production_country,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,role,dbscan_cluster
Transformers: Prime,SHOW,2010,22,action,US,7.9,7180.0,34.902,8.1,Peter Cullen,ACTOR,30
iCarly,SHOW,2007,26,family,US,6.7,41021.0,95.547,8.0,Miranda Cosgrove,ACTOR,37
Zathura: A Space Adventure,MOVIE,2005,104,scifi,US,6.2,107941.0,35.462,6.4,Josh Hutcherson,ACTOR,29
The Longest Yard,MOVIE,2005,109,comedy,US,6.4,184242.0,38.231,6.595,Adam Sandler,ACTOR,4
Ip Man,MOVIE,2008,106,drama,CN,8.0,226508.0,13.05,7.746,Donnie Yen,ACTOR,61
Ned's Declassified School Survival Guide,SHOW,2004,25,comedy,US,7.4,18499.0,54.795,8.547,Devon Werkheiser,ACTOR,16
Secret Window,MOVIE,2004,96,thriller,US,6.5,200443.0,20.567,6.573,Johnny Depp,ACTOR,19
A Knight's Tale,MOVIE,2001,132,action,US,7.0,182511.0,33.279,6.862,Heath Ledger,ACTOR,17
Underworld,MOVIE,2004,121,thriller,DE,6.8,8.0,38.657,6.797,Kate Beckinsale,ACTOR,62
Intervention,SHOW,2005,51,documentation,US,6.540941965073206,21150.29081903414,10.611,6.838,Jeff VanVonderen,ACTOR,0
Transformers: Revenge of the Fallen,MOVIE,2009,149,scifi,US,5.9,411941.0,28.765,6.1,Shia LaBeouf,ACTOR,29
Julie & Julia,MOVIE,2009,123,romance,US,7.0,122606.0,13.752,6.7,Meryl Streep,ACTOR,2
Tears of the Sun,MOVIE,2003,121,drama,US,6.6,125093.0,50.882,6.8,Bruce Willis,ACTOR,1
Laguna Beach,SHOW,2004,23,reality,US,4.8,3917.0,9.863,6.1,Raquel Donatell,ACTOR,26
Along Came Polly,MOVIE,2004,90,comedy,US,6.0,139012.0,19.936,5.984,Ben Stiller,ACTOR,4
The Fairly OddParents,SHOW,2001,23,comedy,US,7.2,38046.0,101.518,7.628,Tara Strong,ACTOR,16
Midnight Diner,SHOW,2009,27,comedy,JP,8.6,2601.0,10.609,8.0,Kaoru Kobayashi,ACTOR,63
The Staircase,SHOW,2004,49,crime,FR,7.8,21531.0,9.965,7.565,Michael Peterson,ACTOR,-1
Resident Evil,MOVIE,2002,100,horror,FR,6.6,275939.0,22.082,6.601,Milla Jovovich,ACTOR,64
Hidden Passion,SHOW,2003,43,drama,CO,7.8,2632.0,164.924,7.644,Mario Cimarro,ACTOR,49
G.I. Joe: The Rise of Cobra,MOVIE,2009,118,thriller,US,5.7,210846.0,42.644,5.763,Dennis Quaid,ACTOR,19
Victorious,SHOW,2010,24,comedy,US,7.0,26452.0,66.645,8.222,Victoria Justice,ACTOR,16
Flushed Away,MOVIE,2006,85,comedy,GB,6.6,130250.0,35.96,6.2,Hugh Jackman,ACTOR,6
Trailer Park Boys,SHOW,2001,25,comedy,CA,8.6,45813.0,41.731,7.887,John Paul Tremblay,ACTOR,59
Seabiscuit,MOVIE,2003,141,drama,US,7.3,74525.0,13.594,7.0,Tobey Maguire,ACTOR,1
Monster House,MOVIE,2006,90,comedy,US,6.6,125479.0,39.676,6.659,Mitchel Musso,ACTOR,4
King Kong,MOVIE,2005,187,drama,DE,7.2,429687.0,50.69,6.858,Naomi Watts,ACTOR,47
Total Drama Island,SHOW,2007,23,animation,CA,7.4,11992.0,16.571,7.3,Clé Bennett,ACTOR,65
Sonic X,SHOW,2003,21,action,JP,6.2,5003.0,32.456,7.606,Jason Griffith,ACTOR,27
The Order of Myths,MOVIE,2008,97,documentation,US,6.9,474.0,2.243,6.5,Margaret Brown,DIRECTOR,66
Winx Club,SHOW,2004,23,scifi,IT,6.2,6700.0,57.992,8.2,Letizia Ciampa,ACTOR,-1
21,MOVIE,2008,123,drama,US,6.8,256494.0,28.294,6.69,Jim Sturgess,ACTOR,1
Zoey 101,SHOW,2005,25,drama,US,6.1,16416.0,48.5,8.183,Jamie Lynn Spears,ACTOR,39
Spanglish,MOVIE,2004,130,comedy,US,6.4,85726.0,24.12,6.0,Adam Sandler,ACTOR,4
Spirit: Stallion of the Cimarron,MOVIE,2002,82,western,US,7.2,78881.0,66.623,7.692,Matt Damon,ACTOR,67
kimi ni todoke -From Me to You-,SHOW,2009,22,drama,JP,7.8,4300.0,21.514,8.579,Sara Minami,ACTOR,57
Leap Year,MOVIE,2010,100,comedy,IE,6.4,106798.0,33.28,6.882,Amy Adams,ACTOR,-1
Enough,MOVIE,2001,114,thriller,US,5.1,18.0,17.014,6.648,Jennifer Lopez,ACTOR,19
Gamer,MOVIE,2009,95,thriller,US,5.7,136745.0,19.707,5.719,Gerard Butler,ACTOR,19
The Pink Panther,MOVIE,2006,93,comedy,US,5.6,88700.0,20.745,5.824,Steve Martin,ACTOR,4
3 Idiots,MOVIE,2009,170,drama,IN,8.4,406051.0,33.023,7.98,Aamir Khan,ACTOR,8
Gridiron Gang,MOVIE,2006,125,drama,US,7.1,78301.0,37.007,6.998,Dwayne Johnson,ACTOR,1
Resident Evil: Apocalypse,MOVIE,2004,94,action,GB,6.1,202887.0,20.554,6.34,Milla Jovovich,ACTOR,68
Resident Evil: Afterlife,MOVIE,2010,97,action,US,5.8,174100.0,1.634,6.042,Milla Jovovich,ACTOR,17
Seven Pounds,MOVIE,2008,123,drama,US,7.6,306717.0,19.165,7.609,Will Smith,ACTOR,1
The Legend of Zorro,MOVIE,2005,129,action,MX,5.9,103951.0,21.725,6.1,Antonio Banderas,ACTOR,-1
Autumn's Concerto,SHOW,2009,58,drama,TW,7.9,530.0,7.029,7.286,Ady An,ACTOR,69
Still Game,SHOW,2002,29,comedy,GB,8.9,8365.0,6.356,8.25,Ford Kiernan,ACTOR,5
Black Butler,SHOW,2008,25,animation,JP,8.2,1997.0,40.591,7.5,Maaya Sakamoto,ACTOR,33
Nora's Will,MOVIE,2009,92,drama,MX,7.2,1087.0,1.513,7.0,Fernando Luján,ACTOR,70
An Elf's Story,MOVIE,2010,24,animation,US,5.0,580.0,3.066,2.5,Leslie Bellair,ACTOR,71
Boys Over Flowers,SHOW,2009,64,comedy,KR,7.8,12768.0,61.901,8.269,Koo Hye-sun,ACTOR,72
Don,MOVIE,2006,178,thriller,IN,7.1,38540.0,9.163,7.0,Shah Rukh Khan,ACTOR,13
Toradora!,SHOW,2008,30,animation,JP,8.0,16549.0,31.012,8.393,Junji Majima,ACTOR,33
Ouran High School Host Club,SHOW,2006,23,comedy,JP,8.2,10614.0,24.642,8.339,Maaya Sakamoto,ACTOR,63
Rang De Basanti,MOVIE,2006,157,comedy,IN,8.1,119995.0,9.799,7.2,Aamir Khan,ACTOR,24
No Direction Home: Bob Dylan,MOVIE,2005,207,documentation,GB,6.540941965073206,21150.29081903414,7.642,7.7,Bob Dylan,ACTOR,73
Daddy's Little Girls,MOVIE,2007,100,romance,US,5.8,7930.0,13.175,7.0,Gabrielle Union,ACTOR,2
The Other Boleyn Girl,MOVIE,2008,115,drama,GB,6.7,115160.0,20.274,6.6,Natalie Portman,ACTOR,34
Swades,MOVIE,2004,189,drama,IN,8.2,92794.0,9.545,7.316,Shah Rukh Khan,ACTOR,8
Bo on the Go!,SHOW,2007,22,animation,CA,4.3,136.0,2.841,6.0,Unknown,Unknown,65
Trailer Park Boys: Say Goodnight to the Bad Guys,MOVIE,2008,60,comedy,CA,7.8,3555.0,7.242,7.388,John Paul Tremblay,ACTOR,74
New in Town,MOVIE,2009,97,comedy,US,5.6,24056.0,9.404,5.798,Renée Zellweger,ACTOR,4
Dev.D,MOVIE,2009,144,comedy,IN,7.9,31177.0,7.154,6.9,Abhay Deol,ACTOR,24
El cartel 2 - La guerra total,SHOW,2010,44,thriller,CO,6.7,243.0,19.267195915153582,6.633193712829227,Unknown,Unknown,-1
Mike Birbiglia: What I Should Have Said Was Nothing,MOVIE,2008,60,comedy,US,7.6,1813.0,3.456,7.5,Mike Birbiglia,ACTOR,4
Code Lyoko,SHOW,2003,24,scifi,FR,7.3,5361.0,29.464,7.3,Sophie Landresse,ACTOR,-1
The Game,SHOW,2006,22,drama,US,6.8,4597.0,25.811,8.2,Coby Bell,ACTOR,39
One on One,SHOW,2001,20,comedy,US,7.1,2401.0,15.999,7.722,Kyla Pratt,ACTOR,16
Daddy Day Care,MOVIE,2003,88,comedy,US,5.6,70718.0,24.008,5.9,Eddie Murphy,ACTOR,4
You Will Meet a Tall Dark Stranger,MOVIE,2010,98,romance,ES,6.3,46554.0,9.082,5.911,Gemma Jones,ACTOR,75
Eat Pray Love,MOVIE,2010,133,drama,US,5.8,100026.0,19.052,6.23,Julia Roberts,ACTOR,1
Nuevo Rico Nuevo Pobre,SHOW,2007,44,comedy,CO,7.2,236.0,60.82,7.772,Martín Karpan,ACTOR,-1
H2O: Just Add Water,SHOW,2006,25,drama,AU,7.2,16221.0,51.258,7.816,Phoebe Tonkin,ACTOR,41
Einsatzgruppen: The Nazi Death Squads,SHOW,2009,44,documentation,FR,7.6,682.0,2.548,7.4,Michaël Prazan,DIRECTOR,76
The Fierce Wife,SHOW,2010,59,drama,TW,7.3,106.0,13.992,4.8,Sonia Sui,ACTOR,69
Aśoka,MOVIE,2001,168,war,IN,6.5,13930.0,10.475,6.432,Shah Rukh Khan,ACTOR,-1
A Wednesday!,MOVIE,2008,103,thriller,IN,8.1,79787.0,9.793,7.021,Anupam Kher,ACTOR,13
Chloe,MOVIE,2010,96,drama,US,6.3,75039.0,21.26,6.1,Amanda Seyfried,ACTOR,1
The Cartel,SHOW,2008,44,action,CO,8.0,804.0,150.3,7.53,Juan Pablo Raba,ACTOR,-1
Hachi: A Dog's Tale,MOVIE,2009,93,drama,US,8.1,290993.0,42.584,8.0,Richard Gere,ACTOR,1
Monsters vs Aliens,MOVIE,2009,94,action,US,6.4,166773.0,36.743,6.198,Reese Witherspoon,ACTOR,17
The Legend of Bruce Lee,SHOW,2008,45,action,CN,7.0,1422.0,26.884,6.0,Danny Chan Kwok-kwan,ACTOR,77
Basketball Wives,SHOW,2010,40,reality,US,3.6,728.0,7.974,7.5,Unknown,Unknown,26
Louis C.K.: Hilarious,MOVIE,2010,84,comedy,US,8.3,12383.0,6.682,7.857,Louis C.K.,ACTOR,4
The Boy Who Cried Werewolf,MOVIE,2010,97,fantasy,US,5.9,3526.0,21.046,6.47,Victoria Justice,ACTOR,18
The Taking of Pelham 1 2 3,MOVIE,2009,106,thriller,US,6.4,200652.0,19.157,6.33,Denzel Washington,ACTOR,19
Initial D,MOVIE,2005,105,drama,JP,6.3,9085.0,16.619,6.8,Jay Chou,ACTOR,35
The Garfield Show,SHOW,2009,18,animation,US,5.4,2791.0,23.19,5.3,Jason Marsden,ACTOR,32
Kevin James: Sweat the Small Stuff,MOVIE,2001,42,comedy,US,7.4,1112.0,1.738,7.1,Kevin James,ACTOR,4
Duck Season,MOVIE,2005,90,comedy,MX,7.2,4288.0,4.98,6.9,Daniel Miranda,ACTOR,43
Half & Half,SHOW,2002,21,comedy,US,7.1,1954.0,9.255,8.2,Rachel True,ACTOR,16
Big Time Rush,SHOW,2009,25,comedy,US,6.4,13027.0,56.552,8.669,Kendall Schmidt,ACTOR,16
Pocoyo,SHOW,2005,9,animation,ES,4.0,99.0,51.155,7.034,Stephen Fry,ACTOR,-1
Love Aaj Kal,MOVIE,2009,141,drama,IN,6.8,16443.0,3.097,5.5,Saif Ali Khan,ACTOR,8
Accident,MOVIE,2009,89,drama,HK,6.6,3488.0,8.551,6.6,Louis Koo,ACTOR,78
Black & White,SHOW,2009,37,action,TW,7.6,334.0,4.708,8.9,Vic Chou,ACTOR,-1
El Escamoso,SHOW,2001,44,comedy,CO,7.5,365.0,23.727,7.8,Miguel Varoni,ACTOR,-1
I Now Pronounce You Chuck & Larry,MOVIE,2007,110,comedy,US,5.9,149609.0,20.289,6.019,Adam Sandler,ACTOR,4
Jim Gaffigan: Beyond the Pale,MOVIE,2006,72,comedy,US,7.8,4056.0,2.973,7.094,Jim Gaffigan,ACTOR,4
Phir Hera Pheri,MOVIE,2006,155,comedy,IN,7.2,25177.0,8.389,6.411,Akshay Kumar,ACTOR,24
Trailer Park Boys: The Movie,MOVIE,2006,95,comedy,CA,7.1,13151.0,7.211,6.7,Robb Wells,ACTOR,74
The Legend of Bhagat Singh,MOVIE,2002,155,drama,IN,8.2,16748.0,4.27,6.906,Ajay Devgn,ACTOR,8
Anchor Baby,MOVIE,2010,97,drama,US,6.3,92.0,0.883,4.0,Omoni Oboli,ACTOR,1
RV,MOVIE,2006,99,comedy,US,5.6,61295.0,41.846,5.883,Robin Williams,ACTOR,4
Billu,MOVIE,2009,137,drama,IN,6.3,12361.0,7.974,6.5,Irrfan Khan,ACTOR,8
Masha and the Bear,SHOW,2009,6,animation,RU,7.5,3381.0,59.403,6.881,Boris Kutnevich,ACTOR,-1
Madness in the Desert,MOVIE,2004,141,documentation,IN,8.4,395.0,2.838,6.7,Aamir Khan,ACTOR,79
Guru,MOVIE,2007,166,drama,IN,7.7,24249.0,11.961,6.801,Abhishek Bachchan,ACTOR,8
Golmaal Returns,MOVIE,2008,135,comedy,IN,5.2,8382.0,5.235,5.082,Ajay Devgn,ACTOR,24
One Piece: Strong World,MOVIE,2009,113,animation,JP,7.5,6072.0,31.693,7.469,Mayumi Tanaka,ACTOR,22
The Figurine: Araromire,MOVIE,2009,122,drama,NG,4.4,266.0,3.249,4.0,Ramsey Nouah,ACTOR,80
Jab We Met,MOVIE,2007,138,romance,IN,7.9,54797.0,11.058,7.3,Shahid Kapoor,ACTOR,9
Jaane Tu... Ya Jaane Na,MOVIE,2008,155,drama,IN,7.4,27357.0,5.83,6.818,Imran Khan,ACTOR,8
Banyuki,MOVIE,2010,182,action,JP,6.9,26.0,2.385,2.0,Takaya Kamikawa,ACTOR,81
Kath & Kim,SHOW,2002,24,comedy,AU,8.4,4609.0,4.649,6.6,Magda Szubanski,ACTOR,82
Den-noh Coil,SHOW,2007,25,scifi,JP,7.8,936.0,16.763,7.417,Junko Noda,ACTOR,28
Palermo Hollywood,MOVIE,2004,113,drama,AR,5.3,215.0,2.03,5.077,Brian Maya,ACTOR,83
Johnny Test,SHOW,2005,18,animation,CA,5.1,8694.0,36.963,5.821,James Arnold Taylor,ACTOR,65
Falafel,MOVIE,2007,80,drama,LB,6.6,241.0,3.043,5.5,Elie Mitri,ACTOR,21
Ajab Prem Ki Ghazab Kahani,MOVIE,2009,150,comedy,IN,6.4,15367.0,8.017,6.1,Ranbir Kapoor,ACTOR,24
"Cairo 6,7,8",MOVIE,2010,100,drama,EG,7.4,4559.0,6.173,7.4,Nelly Karim,ACTOR,7
Open Season,MOVIE,2006,86,animation,US,6.1,99432.0,22.934,6.1,Martin Lawrence,ACTOR,71
Kabhi Khushi Kabhie Gham,MOVIE,2001,210,drama,IN,7.4,51658.0,22.126,7.8,Amitabh Bachchan,ACTOR,8
Like Stars on Earth,MOVIE,2007,165,drama,IN,8.3,196038.0,19.424,7.996,Darsheel Safary,ACTOR,8
Astro Boy,MOVIE,2009,94,animation,US,6.2,37841.0,28.801,6.298,Nicolas Cage,ACTOR,71
Fashion,MOVIE,2008,167,drama,IN,6.9,12740.0,8.121,6.388,Priyanka Chopra Jonas,ACTOR,8
Kal Ho Naa Ho,MOVIE,2003,186,comedy,IN,7.9,71235.0,14.343,7.4,Shah Rukh Khan,ACTOR,24
Ben & Holly's Little Kingdom,SHOW,2009,14,comedy,GB,7.4,1375.0,18.127,6.308,Sian Taylor,ACTOR,5
DreamWorks Spooky Stories,SHOW,2009,26,animation,US,6.2,27.0,0.88,6.633193712829227,Seth Rogen,ACTOR,32
Octonauts,SHOW,2010,15,animation,GB,7.6,1207.0,82.866,7.2,Keith Wickham,ACTOR,20
American Pie Presents: The Naked Mile,MOVIE,2006,97,comedy,US,6.540941965073206,21150.29081903414,44.481,5.5,John White,ACTOR,4
Manorama Six Feet Under,MOVIE,2007,137,thriller,IN,7.5,8374.0,3.306,6.512,Abhay Deol,ACTOR,13
Monty Python Conquers America,MOVIE,2008,55,documentation,,7.2,12.0,1.963,6.5,Graham Chapman,ACTOR,84
Open Season 2,MOVIE,2008,71,animation,US,5.5,24891.0,22.448,5.8,Mike Epps,ACTOR,71
Trailer Park Boys: Countdown to Liquor Day,MOVIE,2009,101,crime,CA,7.3,7615.0,5.36,6.8,John Paul Tremblay,ACTOR,-1
Ishqiya,MOVIE,2010,115,comedy,IN,7.3,10634.0,5.293,6.4,Naseeruddin Shah,ACTOR,24
Jim Gaffigan: King Baby,MOVIE,2009,72,comedy,US,7.7,2623.0,4.232,6.9,Jim Gaffigan,ACTOR,4
Dinosaur King,SHOW,2007,21,action,JP,5.8,792.0,22.71,8.16,Tetsuo Goto,ACTOR,27
The Pink Panther 2,MOVIE,2009,92,comedy,US,5.6,46285.0,15.052,5.736,Steve Martin,ACTOR,4
Once a Gangster,MOVIE,2010,95,comedy,HK,5.7,517.0,4.286,6.4,Ekin Cheng,ACTOR,85
Fida,MOVIE,2004,122,thriller,IN,5.4,2749.0,3.18,5.2,Kareena Kapoor Khan,ACTOR,13
Ijé: The Journey,MOVIE,2010,106,drama,US,6.3,112.0,1.807,2.0,Genevieve Nnaji,ACTOR,1
Comedian,MOVIE,2002,82,comedy,US,6.9,7110.0,8.574,6.7,Jerry Seinfeld,ACTOR,4
My Führer,MOVIE,2007,89,drama,DE,5.5,4509.0,8.17,5.6,Helge Schneider,ACTOR,47
Raajneeti,MOVIE,2010,167,thriller,IN,7.1,18096.0,5.781,6.21,Ranbir Kapoor,ACTOR,13
Salt of This Sea,MOVIE,2008,109,drama,PS,6.8,1298.0,2.586,6.4,Suheir Hammad,ACTOR,86
Wake Up Sid,MOVIE,2009,138,comedy,IN,7.6,32228.0,6.403,7.15,Ranbir Kapoor,ACTOR,24
National Security,MOVIE,2003,88,action,GB,5.6,52056.0,17.66,5.9,Martin Lawrence,ACTOR,68
Made of Honor,MOVIE,2008,101,romance,GB,5.8,73417.0,13.189,6.434,Patrick Dempsey,ACTOR,87
Lagaan: Once Upon a Time in India,MOVIE,2001,224,drama,IN,8.1,111053.0,11.72,7.288,Aamir Khan,ACTOR,8
Friends with Money,MOVIE,2006,88,romance,US,5.8,31249.0,11.008,5.1,Jennifer Aniston,ACTOR,2
Da Kath & Kim Code,MOVIE,2005,82,comedy,AU,7.3,999.0,2.205,6.7,Jane Turner,ACTOR,88
G.O.R.A.,MOVIE,2004,127,scifi,TR,8.0,64031.0,10.81,7.261,Cem Yılmaz,ACTOR,-1
The Stepfather,MOVIE,2009,101,thriller,US,5.6,36318.0,10.291,5.805,Dylan Walsh,ACTOR,19
Paheli,MOVIE,2005,141,drama,IN,6.4,13588.0,7.666,6.24,Shah Rukh Khan,ACTOR,8
One 2 Ka 4,MOVIE,2001,178,action,IN,5.5,5307.0,5.254,5.8,Shah Rukh Khan,ACTOR,14
Naruto the Movie: Legend of the Stone of Gelel,MOVIE,2005,96,animation,JP,6.4,4634.0,31.801,6.6,Junko Takeuchi,ACTOR,22
Wakfu,SHOW,2008,22,scifi,FR,8.1,1645.0,24.331,8.65,Thomas Guitard,ACTOR,-1
Kabhi Alvida Naa Kehna,MOVIE,2006,193,drama,IN,6.0,20614.0,23.827,6.4,Shah Rukh Khan,ACTOR,8
Kevin Hart: I'm a Grown Little Man,MOVIE,2009,72,comedy,US,7.5,4596.0,8.721,7.3,Kevin Hart,ACTOR,4
Tayo the Little Bus,SHOW,2010,11,animation,KR,5.3,165.0,6.235,5.25,Unknown,Unknown,89
Chalte Chalte,MOVIE,2003,175,drama,IN,6.5,15855.0,5.85,6.256,Shah Rukh Khan,ACTOR,8
Daddy Day Camp,MOVIE,2007,85,comedy,US,3.2,17228.0,10.205,4.8,Cuba Gooding Jr.,ACTOR,4
Dostana,MOVIE,2008,145,comedy,IN,6.5,15489.0,8.492,6.217,John Abraham,ACTOR,24
I Can Do Bad All By Myself,MOVIE,2009,113,drama,US,4.6,10452.0,7.448,6.5,Tyler Perry,ACTOR,1
Ip Man 2,MOVIE,2010,108,drama,CN,7.5,106996.0,3.686,7.4,Donnie Yen,ACTOR,61
Naruto the Movie: Guardians of the Crescent Moon Kingdom,MOVIE,2006,95,action,JP,6.3,4293.0,38.748,7.1,Junko Takeuchi,ACTOR,81
Pororo the Little Penguin,SHOW,2003,10,family,KR,6.4,104.0,21.077,6.0,Lee Sun,ACTOR,-1
The Legend of the Nahuala,MOVIE,2007,80,animation,MX,6.2,559.0,20.891,7.7,Andrés Bustamante,ACTOR,-1
Om Shanti Om,MOVIE,2007,162,thriller,IN,6.7,45489.0,18.548,7.0,Shah Rukh Khan,ACTOR,13
Iris,SHOW,2009,61,drama,KR,7.8,1951.0,12.879,7.648,Kim Yeong-cheol,ACTOR,90
Jodhaa Akbar,MOVIE,2008,213,drama,IN,7.5,33358.0,9.241,7.35,Hrithik Roshan,ACTOR,8
Beast Stalker,MOVIE,2008,109,thriller,CN,6.8,2295.0,7.998,6.8,Nicholas Tse,ACTOR,-1
Dil Chahta Hai,MOVIE,2001,183,drama,IN,8.1,73303.0,6.812,6.905,Aamir Khan,ACTOR,8
Rock On!!,MOVIE,2008,144,drama,IN,7.7,22417.0,5.309,6.781,Farhan Akhtar,ACTOR,8
I Hate Luv Storys,MOVIE,2010,129,comedy,IN,5.6,8263.0,5.226,6.0,Imran Khan,ACTOR,24
Luck by Chance,MOVIE,2009,155,romance,IN,7.1,10504.0,4.891,6.521,Farhan Akhtar,ACTOR,9
Chhota Bheem,SHOW,2008,22,action,IN,4.4,995.0,4.621,6.1,Sonal Kaushal,ACTOR,91
Naruto Shippuden the Movie: Bonds,MOVIE,2008,90,animation,JP,6.8,4798.0,50.282,7.265,Junko Takeuchi,ACTOR,22
Naruto Shippuden the Movie: The Will of Fire,MOVIE,2009,95,fantasy,JP,7.0,3928.0,39.327,7.264,Junko Takeuchi,ACTOR,92
Barbershop 2: Back in Business,MOVIE,2004,106,comedy,US,5.7,15375.0,15.921,5.819,Ice Cube,ACTOR,4
Legend of the Fist: The Return of Chen Zhen,MOVIE,2010,113,thriller,HK,6.3,10383.0,13.434,6.7,Donnie Yen,ACTOR,-1
Main Hoon Na,MOVIE,2004,179,drama,IN,7.0,37237.0,12.458,6.9,Shah Rukh Khan,ACTOR,8
Bon Cop Bad Cop,MOVIE,2006,116,comedy,CA,6.5,61.0,7.767,6.4,Patrick Huard,ACTOR,74
Look for a Star,MOVIE,2009,117,drama,HK,5.6,754.0,4.591,4.778,Andy Lau,ACTOR,78
A Romantic Comedy,MOVIE,2010,95,comedy,TR,5.3,5205.0,2.964,4.655,Sinem Kobal,ACTOR,52
Vientos de agua,SHOW,2006,72,drama,AR,8.7,1109.0,2.454,8.8,Caterina Murino,ACTOR,42
Naruto the Movie: Ninja Clash in the Land of Snow,MOVIE,2004,113,comedy,JP,6.6,7244.0,32.142,7.2,Junko Takeuchi,ACTOR,93
The Qin Empire,SHOW,2009,46,war,CN,6.540941965073206,21150.29081903414,18.182,8.6,Zhang Bo,ACTOR,-1
Fated to Love You,SHOW,2008,67,drama,TW,7.4,510.0,16.052,6.833,Ethan Juan,ACTOR,69
Lakshya,MOVIE,2004,186,drama,IN,7.8,23994.0,8.126,6.5,Hrithik Roshan,ACTOR,8
Kaal,MOVIE,2005,126,thriller,IN,4.7,5582.0,8.081,4.2,Ajay Devgn,ACTOR,13
This Is the Life,MOVIE,2008,97,music,US,6.8,272.0,2.15,7.4,Abstract Rude,ACTOR,94
Sir! No Sir!,MOVIE,2009,85,war,US,7.6,805.0,1.719,6.885,Troy Garity,ACTOR,-1
Here Comes the Rain,MOVIE,2010,100,drama,LB,6.5,70.0,1.263,6.633193712829227,Hassan Mrad,ACTOR,21
Inuyasha the Movie: Affections Touching Across Time,MOVIE,2005,88,animation,JP,7.2,2675.0,30.593,7.7,Houko Kuwashima,ACTOR,22
Inuyasha the Movie 4: Fire on the Mystic Island,MOVIE,2004,88,fantasy,JP,7.2,1898.0,28.915,7.6,Kappei Yamaguchi,ACTOR,92
Arahan,MOVIE,2004,114,comedy,KR,6.6,3910.0,12.421,6.6,Ryoo Seung-bum,ACTOR,95
Waist Deep,MOVIE,2006,97,drama,US,5.8,10240.0,10.152,6.579,Tyrese Gibson,ACTOR,1
Connected,MOVIE,2008,110,thriller,CN,6.6,2386.0,8.313,6.365,Louis Koo,ACTOR,-1
Karthik Calling Karthik,MOVIE,2010,135,thriller,IN,7.1,12571.0,5.094,6.116,Farhan Akhtar,ACTOR,13
Dhan Dhana Dhan Goal,MOVIE,2007,167,drama,IN,5.1,2727.0,4.684,5.12,John Abraham,ACTOR,8
The Prince Who Turns into a Frog,SHOW,2005,44,drama,TW,6.8,148.0,3.837,5.8,Yuke Songpaisarn,ACTOR,69
Peepli Live,MOVIE,2010,104,drama,IN,7.4,12464.0,3.791,7.259,Omkar Das Manikpuri,ACTOR,8
Life in a Metro,MOVIE,2007,124,drama,IN,7.4,12291.0,3.68,6.373,Irrfan Khan,ACTOR,8
Monty Python's Personal Best,SHOW,2006,56,animation,US,7.9,455.0,1.764,5.0,Graham Chapman,ACTOR,32
The Kite,MOVIE,2004,80,drama,FR,6.4,762.0,1.499,5.2,Flavia Bechara,ACTOR,96
Rabun,MOVIE,2004,90,drama,MY,7.6,90.0,0.631,7.0,Kartina Aziz,ACTOR,97
Inuyasha the Movie 3: Swords of an Honorable Ruler,MOVIE,2003,99,fantasy,JP,7.6,2284.0,38.334,7.8,Kappei Yamaguchi,ACTOR,92
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,MOVIE,2002,100,animation,JP,7.3,2213.0,22.493,7.7,Kappei Yamaguchi,ACTOR,22
Twins Mission,MOVIE,2007,99,action,HK,5.2,717.0,12.179,5.143,Charlene Choi,ACTOR,-1
Kaminey,MOVIE,2009,135,drama,IN,7.4,17495.0,6.737,6.807,Shahid Kapoor,ACTOR,8
Love in a Puff,MOVIE,2010,104,comedy,HK,7.1,2746.0,4.22,6.953,Shawn Yue,ACTOR,85
Jeff Dunham: Arguing with Myself,MOVIE,2006,71,comedy,US,8.0,4053.0,4.161,6.6,Jeff Dunham,ACTOR,4
Jeff Dunham's Very Special Christmas Special,MOVIE,2008,86,comedy,US,7.4,3099.0,3.936,6.7,Jeff Dunham,ACTOR,4
Under the Bombs,MOVIE,2008,98,drama,FR,7.0,1699.0,3.37,6.7,Nada Abu Fahrat,ACTOR,96
Pomegranates and Myrrh,MOVIE,2009,95,drama,DE,6.3,268.0,2.736,5.2,Yasmine Al Massri,ACTOR,47
Tito,MOVIE,2004,120,documentation,EG,7.2,3357.0,2.559,7.611,Josip Broz Tito,ACTOR,-1
A Love Story,MOVIE,2007,117,romance,PH,6.5,150.0,1.41,4.6,Maricel Soriano,ACTOR,98
Naruto Shippuden the Movie,MOVIE,2007,94,animation,JP,6.7,4321.0,90.637,7.371,Junko Takeuchi,ACTOR,22
Naruto Shippuden the Movie: The Lost Tower,MOVIE,2010,85,action,JP,6.8,3894.0,56.223,7.036,Junko Takeuchi,ACTOR,81
Zig and Sharko,SHOW,2010,7,comedy,FR,6.8,742.0,45.353,5.6,Unknown,Unknown,40
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,MOVIE,2007,90,comedy,JP,6.8,1810.0,23.119,6.835,Mayumi Tanaka,ACTOR,93
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",MOVIE,2008,95,comedy,JP,6.9,1345.0,20.438,7.149,Mayumi Tanaka,ACTOR,93
The Mafia Dolls,SHOW,2009,43,drama,CO,6.5,322.0,20.085,7.446,Andrea Gómez,ACTOR,49
The Magic Roundabout,MOVIE,2004,85,animation,FR,5.2,3516.0,13.691,5.3,Robbie Williams,ACTOR,-1
