title,type,release_year,runtime,genres,lead_production_country,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,role,dbscan_cluster
Secrets of Summer,SHOW,2022,31,drama,AR,6.0,204.0,6.91,7.8,Abril di Yorio,ACTOR,42
Farzar,SHOW,2022,28,comedy,US,5.5,2361.0,15.043,6.4,Lance Reddick,ACTOR,16
My Next Guest with David Letterman and Volodymyr Zelenskyy,MOVIE,2022,44,documentation,US,6.540941965073206,21150.29081903414,3.22,6.8,David Letterman,ACTOR,66
The Unforgivable,MOVIE,2021,112,drama,DE,7.1,112177.0,19.337,7.507,Sandra Bullock,ACTOR,47
AlRawabi School for Girls,SHOW,2021,48,drama,JO,7.3,6416.0,10.507,7.453,Andria Tayeh,ACTOR,-1
Who Rules The World,SHOW,2022,46,drama,CN,8.3,1137.0,13.457,7.0,Yang Yang,ACTOR,125
No Regrets In Life,SHOW,2022,71,drama,TW,6.5,43.0,4.166,3.5,Annie Chen,ACTOR,69
Live Is Life,MOVIE,2022,110,action,ES,6.3,1064.0,6.652,7.0,Adrián Baena,ACTOR,-1
Green Mothers' Club,SHOW,2022,70,drama,KR,7.0,225.0,6.524,6.2,Lee Yo-won,ACTOR,90
Feria: The Darkest Light,SHOW,2022,50,scifi,ES,5.7,1532.0,10.316,6.8,Marta Nieto,ACTOR,209
Gangubai Kathiawadi,MOVIE,2022,157,drama,IN,7.8,57151.0,17.538,7.435,Alia Bhatt,ACTOR,8
Rescued by Ruby,MOVIE,2022,93,drama,CA,7.1,9136.0,17.135,7.5,Grant Gustin,ACTOR,58
Resident Evil: Infinite Darkness,SHOW,2021,27,scifi,US,5.8,9500.0,25.829,7.778,Nick Apostolides,ACTOR,36
Eden,SHOW,2021,25,animation,JP,6.6,1283.0,17.113,6.9,Marika Kouno,ACTOR,33
83,MOVIE,2021,163,drama,IN,7.5,38588.0,5.421,7.047,Ranveer Singh,ACTOR,8
He-Man and the Masters of the Universe,SHOW,2021,26,animation,US,5.8,1985.0,22.567,7.2,Yuri Lowenthal,ACTOR,32
Nick Kroll: Little Big Boy,MOVIE,2022,60,comedy,,6.7,985.0,4.331,5.5,Nick Kroll,ACTOR,139
365 Days: This Day,MOVIE,2022,111,drama,PL,2.6,21102.0,126.245,5.878,Anna-Maria Sieklucka,ACTOR,184
Pokémon Master Journeys,SHOW,2021,22,comedy,US,7.6,306.0,3.842,6.633193712829227,Unknown,Unknown,16
The Billion Dollar Code,SHOW,2021,67,drama,DE,8.0,9639.0,14.819,8.218,Leonard Scheicher,ACTOR,169
Bo Burnham: Inside,MOVIE,2021,88,comedy,US,8.7,44074.0,10.636,8.186,Bo Burnham,ACTOR,4
Sooryavanshi,MOVIE,2021,145,action,IN,6.1,77630.0,48.324,5.8,Akshay Kumar,ACTOR,14
The Colony,MOVIE,2021,104,scifi,CH,5.4,10372.0,15.145,5.7,Nora Arnezeder,ACTOR,-1
Pirate Gold of Adak Island,SHOW,2022,29,reality,US,4.7,1120.0,3.646,5.667,Dr M Jackson,ACTOR,26
Anek,MOVIE,2022,146,thriller,IN,6.5,21978.0,4.874,6.2,Ayushmann Khurrana,ACTOR,13
Heist,SHOW,2021,43,documentation,US,6.8,1904.0,5.175,6.854,Fred Tallchief,ACTOR,0
The Perfumier,MOVIE,2022,96,drama,DE,3.6,1380.0,20.748,4.5,Emilia Schüle,ACTOR,47
What We Leave Behind,MOVIE,2022,71,documentation,US,6.8,152.0,26.816,6.333,Iliana Sosa,DIRECTOR,66
Lookism,SHOW,2022,25,drama,KR,7.6,3281.0,158.792,8.646,Shim Kyu-hyuck,ACTOR,90
Aziz Ansari: Nightclub Comedian,MOVIE,2022,29,comedy,US,7.0,2448.0,2.875,6.5,Aziz Ansari,ACTOR,4
Seaspiracy,MOVIE,2021,89,documentation,US,8.1,32019.0,8.543,7.885,Ali Tabrizi,ACTOR,66
The Crew,SHOW,2021,27,comedy,US,6.5,5931.0,8.422,7.0,Kevin James,ACTOR,16
The Seven Deadly Sins: Grudge of Edinburgh Part 1,MOVIE,2022,52,action,JP,5.4,413.0,53.213,8.079,Sora Amamiya,ACTOR,81
Bad Sport,SHOW,2021,65,crime,,7.3,2531.0,3.729,6.909,Randy Lanier,ACTOR,-1
Snack vs Chef,SHOW,2022,38,reality,US,5.4,616.0,5.748,4.5,Megan Stalter,ACTOR,26
The Girl from Oslo,SHOW,2021,31,thriller,NO,6.3,3430.0,7.427,6.963,Shaniaz Hama Ali,ACTOR,-1
Lady Tamara,SHOW,2022,39,reality,ES,4.4,107.0,3.642,4.7,Tamara Falcó,ACTOR,213
Dated and Related,SHOW,2022,0,reality,GB,4.6,593.0,3.815,6.269,Melinda Melrose,ACTOR,55
Business Proposal,SHOW,2022,60,drama,KR,8.1,13945.0,104.827,8.5,Ahn Hyo-Seop,ACTOR,90
Pieces of a Woman,MOVIE,2021,127,drama,US,7.0,51692.0,18.925,7.1,Vanessa Kirby,ACTOR,1
HollyBlood,MOVIE,2022,87,romance,ES,4.4,945.0,14.011,5.5,Óscar Casas,ACTOR,75
Chosen,SHOW,2022,44,scifi,DK,4.6,1473.0,11.914,6.4,Malaika Berenth Mosendane,ACTOR,-1
7 Women and a Murder,MOVIE,2021,82,comedy,IT,5.4,4272.0,79.84,5.6,Margherita Buy,ACTOR,182
Nightbooks,MOVIE,2021,103,family,US,5.8,9556.0,31.587,6.3,Winslow Fegley,ACTOR,136
Maya and the Three,SHOW,2021,131,comedy,MX,8.1,4342.0,20.465,7.9,Zoe Saldaña,ACTOR,174
Abla Fahita: Drama Queen,SHOW,2021,25,drama,EG,6.6,462.0,1.4,7.0,Abla Fahita,ACTOR,203
Clickbait,SHOW,2021,46,thriller,AU,7.2,55043.0,20.113,7.467,Adrian Grenier,ACTOR,-1
You Are My Spring,SHOW,2021,69,drama,KR,7.4,723.0,6.853,7.5,Seo Hyun-jin,ACTOR,90
Sentinelle,MOVIE,2021,80,thriller,FR,4.8,8213.0,33.726,5.9,Olga Kurylenko,ACTOR,178
The Bubble,MOVIE,2022,126,comedy,US,4.7,25498.0,21.537,4.7,Karen Gillan,ACTOR,4
The Anthrax Attacks: In the Shadow of 9/11,MOVIE,2022,94,documentation,GB,6.2,1545.0,15.67,6.9,Clark Gregg,ACTOR,73
High-Rise Invasion,SHOW,2021,26,action,JP,6.6,2575.0,27.705,8.4,Shiki Aoki,ACTOR,27
"Monica, O My Darling",MOVIE,2022,129,drama,IN,7.4,16566.0,20.764,7.4,Rajkummar Rao,ACTOR,8
The Five Juanas,SHOW,2021,39,drama,MX,6.9,1992.0,29.508,7.413,Zuria Vega,ACTOR,153
Qala,MOVIE,2022,119,drama,IN,7.2,5778.0,8.574,6.2,Tripti Dimri,ACTOR,8
Mr. Good: Cop or Crook?,SHOW,2022,50,documentation,NO,6.8,565.0,2.333,5.1,Eirik Jensen,ACTOR,-1
Dubai Bling,SHOW,2022,47,reality,AE,3.6,1470.0,7.751,5.667,Unknown,Unknown,112
Mousa,MOVIE,2021,101,scifi,EG,6.0,1643.0,3.026,6.5,Karim Mahmoud Abdel Aziz,ACTOR,-1
Broad Peak,MOVIE,2022,101,drama,PL,5.9,1634.0,13.349,5.855,Ireneusz Czop,ACTOR,184
Somebody,SHOW,2022,55,crime,KR,6.540941965073206,21150.29081903414,25.02,7.181,Kim Young-kwang,ACTOR,186
First Love,SHOW,2022,54,drama,JP,8.4,3252.0,21.74,7.947,Hikari Mitsushima,ACTOR,57
Tattoo Redo,SHOW,2021,26,reality,US,5.9,846.0,4.024,5.0,Miryam Lumpini,ACTOR,26
Bling Empire,SHOW,2021,36,reality,US,5.8,3519.0,6.884,7.8,Christine Chiu,ACTOR,26
Hasan Minhaj: The King's Jester,MOVIE,2022,60,comedy,US,7.7,1998.0,3.861,7.2,Hasan Minhaj,ACTOR,4
The Cook of Castamar,SHOW,2021,54,drama,ES,7.4,4342.0,11.362,7.0,Michelle Jenner,ACTOR,133
The One,SHOW,2021,42,crime,GB,6.6,13114.0,10.359,6.768,Amir ElMasry,ACTOR,152
Untold: Breaking Point,MOVIE,2021,79,documentation,US,7.6,3143.0,7.746,7.7,Mardy Fish,ACTOR,66
Interceptor,MOVIE,2022,98,thriller,AU,4.6,24918.0,45.112,6.2,Elsa Pataky,ACTOR,-1
"Love, Life & Everything in Between",SHOW,2022,27,drama,LB,5.6,113.0,4.502,4.0,Saif Mohsen,ACTOR,-1
Romantic Killer,SHOW,2022,27,animation,JP,7.6,1486.0,72.137,9.0,Rie Takahashi,ACTOR,33
Halston,SHOW,2021,47,drama,US,7.5,15729.0,11.259,7.2,Ewan McGregor,ACTOR,39
Guillermo del Toro's Pinocchio: Handcarved Cinema,MOVIE,2022,37,documentation,,6.540941965073206,21150.29081903414,11.191,7.6,Guillermo del Toro,ACTOR,84
Delivery by Christmas,MOVIE,2022,97,comedy,PL,5.5,781.0,37.117,6.225,Monika Frajczyk,ACTOR,176
Britney vs. Spears,MOVIE,2021,93,documentation,US,6.4,7441.0,9.182,7.211,Britney Spears,ACTOR,66
The Old Ways,MOVIE,2021,90,horror,US,5.4,6852.0,14.354,6.957,Brigitte Kali Canales,ACTOR,31
18 Pages,MOVIE,2022,137,romance,IN,7.1,2263.0,9.125,6.667,Nikhil Siddhartha,ACTOR,9
Byron Baes,SHOW,2022,45,reality,AU,2.9,532.0,1.659,3.0,Unknown,Unknown,122
JAPAN SINKS: People of Hope,SHOW,2021,52,scifi,JP,6.2,9.0,4.618,6.4,Shun Oguri,ACTOR,28
The Shadow in My Eye,MOVIE,2021,107,drama,DK,7.3,13883.0,19.184,7.824,Bertram Bisgaard Enevoldsen,ACTOR,-1
School Tales the Series,SHOW,2022,49,drama,TH,5.4,528.0,18.842,7.667,Kay Lertsittichai,ACTOR,173
Mr. Midnight: Bacha na příšery,SHOW,2022,31,action,SG,5.8,489.0,17.717,5.8,Idan Aedan,ACTOR,-1
The Harder They Fall,MOVIE,2021,139,drama,US,6.6,65437.0,37.792,6.7,Jonathan Majors,ACTOR,1
Ali Wong: Don Wong,MOVIE,2022,59,comedy,US,6.6,2775.0,7.099,7.2,Ali Wong,ACTOR,4
The Fame Game,SHOW,2022,47,drama,IN,6.540941965073206,21150.29081903414,5.886,5.4,Madhuri Dixit,ACTOR,140
High on the Hog: How African American Cuisine Transformed America,SHOW,2021,53,documentation,US,6.540941965073206,21150.29081903414,2.011,5.333,Stephen Satterfield,ACTOR,0
Pretend It's a City,SHOW,2021,29,comedy,US,8.1,7810.0,6.349,7.305,Fran Lebowitz,ACTOR,16
Major Grom: Plague Doctor,MOVIE,2021,136,action,RU,6.3,12767.0,47.729,6.685,Tikhon Zhiznevsky,ACTOR,-1
How to Become a Tyrant,SHOW,2021,27,documentation,US,7.4,9701.0,12.835,7.4,Peter Dinklage,ACTOR,0
Captain Nova,MOVIE,2021,86,scifi,NL,5.5,1759.0,8.335,6.0,Kika van de Vijver,ACTOR,-1
Jumping from High Places,MOVIE,2022,88,romance,IT,5.7,807.0,134.153,5.6,Cristiano Caccamo,ACTOR,208
Metal Lords,MOVIE,2022,97,drama,US,6.7,29021.0,17.349,6.863,Jaeden Martell,ACTOR,1
The Lost Pirate Kingdom,SHOW,2021,53,documentation,US,6.6,3068.0,8.192,7.659,Derek Jacobi,ACTOR,0
Under Suspicion: Uncovering the Wesphael Case,SHOW,2021,36,crime,,6.3,779.0,3.443,6.6,Bernard Wesphael,ACTOR,-1
Rebelde,SHOW,2022,40,drama,MX,6.4,6574.0,55.101,7.548,Azul Guaita,ACTOR,153
Why Did You Kill Me?,MOVIE,2021,83,documentation,US,5.6,4450.0,9.047,6.131,Belinda Lane,ACTOR,66
Malverde: El Santo Patrón,SHOW,2021,45,drama,MX,7.6,92.0,56.992,7.667,Claudio Roca,ACTOR,153
Don't Leave,MOVIE,2022,107,drama,TR,5.2,1328.0,96.434,5.5,Burak Deniz,ACTOR,126
I Am Vanessa Guillen,MOVIE,2022,95,documentation,US,6.3,858.0,21.674,7.5,Christy Wegener,DIRECTOR,66
The Tinder Swindler,MOVIE,2022,114,crime,GB,7.1,67796.0,19.536,7.0,Shimon Yehuda Hayut,ACTOR,-1
Far from Home,SHOW,2022,43,drama,NG,5.8,309.0,22.401,8.321,Funke Akindele-Bello,ACTOR,-1
"Hello, Me!",SHOW,2021,61,scifi,KR,7.3,694.0,14.013,7.5,Choi Kang-hee,ACTOR,147
Restless,MOVIE,2022,95,action,BE,5.8,4950.0,51.986,6.067,Franck Gastambide,ACTOR,-1
Christmas Full of Grace,MOVIE,2022,104,romance,BR,4.4,636.0,18.879,5.622,Sergio Malheiros,ACTOR,-1
Operation Varsity Blues: The College Admissions Scandal,MOVIE,2021,100,drama,US,6.9,8564.0,9.655,7.0,Matthew Modine,ACTOR,1
Hit & Run,SHOW,2021,44,action,IL,7.0,9716.0,18.237,7.4,Lior Raz,ACTOR,-1
Red Dot,MOVIE,2021,86,thriller,SE,5.5,13925.0,27.844,5.87,Johannes Bah Kuhnke,ACTOR,-1
Shania Twain: Not Just a Girl,MOVIE,2022,88,music,GB,7.0,1235.0,6.323,6.8,Shania Twain,ACTOR,-1
The Witcher: Nightmare of the Wolf,MOVIE,2021,83,scifi,KR,7.2,46435.0,24.823,7.615,Theo James,ACTOR,-1
Jupiter's Legacy,SHOW,2021,45,scifi,US,6.7,39430.0,31.369,7.1,Josh Duhamel,ACTOR,36
Beast,MOVIE,2022,162,action,IN,5.2,34051.0,8.362,6.0,Vijay,ACTOR,14
Silverton Siege,MOVIE,2022,100,drama,ZA,6.3,4089.0,38.202,6.392,Thabo Rametsi,ACTOR,132
Post Mortem: No One Dies in Skarnes,SHOW,2021,45,thriller,NO,7.1,3663.0,1.536,6.633193712829227,Kathrine Thorborg Johansen,ACTOR,-1
Naomi Osaka,SHOW,2021,37,documentation,US,6.3,1370.0,3.135,6.8,Naomi Osaka,ACTOR,0
Age of Samurai: Battle for Japan,SHOW,2021,43,drama,US,7.4,4450.0,25.504,7.107,Elijah Bender,ACTOR,39
Dave Chappelle: The Closer,MOVIE,2021,72,comedy,US,8.0,27308.0,8.724,7.2,Dave Chappelle,ACTOR,4
Tribes of Europa,SHOW,2021,47,scifi,DE,6.7,12869.0,26.94,7.076,Emilio Sakraya,ACTOR,-1
Too Old for Fairy Tales,MOVIE,2022,106,family,PL,6.2,1359.0,13.751,6.2,Karolina Gruszka,ACTOR,-1
Peter Rabbit 2: The Runaway,MOVIE,2021,93,comedy,US,6.2,12484.0,48.526,7.2,James Corden,ACTOR,4
Dealer,SHOW,2021,45,action,FR,6.2,722.0,7.223,6.818,Abdramane Diakité,ACTOR,-1
Welcome to Wedding Hell,SHOW,2022,37,drama,KR,6.2,181.0,10.053,7.75,Lee Jin-wook,ACTOR,90
The Kissing Booth 3,MOVIE,2021,112,comedy,US,4.8,18390.0,44.954,7.046,Joey King,ACTOR,4
The Hand of God,MOVIE,2021,130,drama,IT,7.4,30235.0,12.406,7.622,Filippo Scotti,ACTOR,51
Minions & More 1,MOVIE,2022,48,action,US,6.5,1541.0,175.24,6.9,Pierre Coffin,ACTOR,17
Coming Home in the Dark,MOVIE,2021,93,thriller,NZ,5.7,6442.0,15.796,5.675,Daniel Gillies,ACTOR,-1
Chicago Party Aunt,SHOW,2021,24,animation,US,5.6,1988.0,10.1,6.2,Lauren Ash,ACTOR,32
Vincenzo,SHOW,2021,81,action,KR,8.4,20709.0,37.628,8.622,Song Joong-ki,ACTOR,158
Finding ʻOhana,MOVIE,2021,123,action,US,6.1,10695.0,25.659,6.4,Kea Peahu,ACTOR,17
Esposa de Aluguel,MOVIE,2022,107,comedy,BR,6.540941965073206,21150.29081903414,28.027,2.0,Caio Castro,ACTOR,187
Munich: The Edge of War,MOVIE,2022,129,drama,GB,6.8,32555.0,13.748,6.9,George MacKay,ACTOR,34
Last Man Down,MOVIE,2021,87,action,SE,3.6,13470.0,134.943,5.4,Daniel Stisen,ACTOR,-1
Doom of Love,MOVIE,2022,100,drama,TR,4.9,1987.0,2.479,6.7,Pınar Deniz,ACTOR,126
Radhe Shyam,MOVIE,2022,138,drama,IN,5.3,29928.0,7.499,5.5,Prabhas,ACTOR,8
Gabriel Iglesias: Stadium Fluffy,MOVIE,2022,115,comedy,US,7.1,1188.0,4.329,6.7,Gabriel Iglesias,ACTOR,4
Gunpowder Milkshake,MOVIE,2021,114,action,US,6.0,46598.0,35.719,6.4,Karen Gillan,ACTOR,17
Av: The Hunt,MOVIE,2021,86,thriller,TR,5.3,616.0,2.897,5.2,Billur Melis Koç,ACTOR,-1
Murder by the Coast,MOVIE,2021,88,crime,ES,6.5,2308.0,3.955,6.329,Tània Balló,DIRECTOR,-1
Skater Girl,MOVIE,2021,107,drama,IN,6.6,4576.0,8.375,7.4,Rachel Sanchita Gupta,ACTOR,8
Animal,SHOW,2021,46,documentation,BR,7.9,1387.0,7.935,7.9,Unknown,Unknown,193
Untold: The Race of the Century,MOVIE,2022,83,documentation,US,7.3,917.0,16.815,7.3,Chapman Way,DIRECTOR,66
The Guilty,MOVIE,2021,90,drama,US,6.3,131029.0,23.482,6.412,Jake Gyllenhaal,ACTOR,1
Love is Blind: Japan,SHOW,2022,57,romance,JP,7.1,708.0,3.713,5.917,Takashi Fujii,ACTOR,-1
Photocopier,MOVIE,2022,130,thriller,ID,6.8,3412.0,19.636,7.0,Shenina Cinnamon,ACTOR,128
The Post-Truth World,MOVIE,2022,120,thriller,TW,6.4,459.0,4.076,6.2,Joseph Chang,ACTOR,-1
The Royal Treatment,MOVIE,2022,96,romance,US,5.2,10072.0,27.928,6.7,Laura Marano,ACTOR,2
Blood Sisters,SHOW,2022,56,crime,US,5.5,1023.0,7.476,8.385,Ini Dima-Okojie,ACTOR,135
ONI: Thunder God's Tale,SHOW,2022,42,action,US,8.2,924.0,14.605,8.1,Momona Tamada,ACTOR,30
Zero Chill,SHOW,2021,30,drama,GB,6.540941965073206,21150.29081903414,6.669,7.451,Grace Beedie,ACTOR,114
Sexy Beasts,SHOW,2021,23,reality,,4.7,1223.0,17.961,5.8,Rob Delaney,ACTOR,112
Jaguar,SHOW,2021,45,war,ES,5.8,1972.0,17.557,7.18,Blanca Suárez,ACTOR,-1
The Summit of the Gods,MOVIE,2021,95,animation,LU,7.5,6984.0,8.332,7.888,Éric Herson-Macarel,ACTOR,-1
Wild Is the Wind,MOVIE,2022,123,crime,ZA,5.5,1332.0,113.243,5.7,Mothusi Magano,ACTOR,-1
Drink Masters,SHOW,2022,39,reality,US,6.7,915.0,4.057,5.4,Unknown,Unknown,26
Masters of the Universe: Revelation,SHOW,2021,26,family,US,5.4,27254.0,24.722,6.679,Sarah Michelle Gellar,ACTOR,37
Bullsh*t the Game Show,SHOW,2022,32,reality,US,6.2,990.0,2.824,6.1,Howie Mandel,ACTOR,26
Deadly Illusions,MOVIE,2021,114,thriller,US,6.540941965073206,21150.29081903414,14.617,5.0,Kristin Davis,ACTOR,19
Love & Gelato,MOVIE,2022,111,romance,IT,5.1,5601.0,15.902,5.399,Susanna Skaggs,ACTOR,208
Royalteen,MOVIE,2022,107,drama,NO,5.2,2032.0,30.298,5.814,Ines Høysæter Asserson,ACTOR,-1
Murder Among the Mormons,SHOW,2021,53,crime,US,7.0,6796.0,8.308,7.161,Richard E. Turley Jr.,ACTOR,135
Bank Robbers: The Last Great Heist,MOVIE,2022,109,documentation,AR,7.1,1152.0,16.471,6.9,Fernando Araujo,ACTOR,188
Till Death,SHOW,2021,52,drama,LB,6.540941965073206,21150.29081903414,32.887,6.7,Maguy Bou Ghosn,ACTOR,-1
Two Summers,SHOW,2022,46,drama,BE,6.8,3977.0,15.511,6.795,An Miller,ACTOR,149
Myth & Mogul: John DeLorean,SHOW,2021,44,documentation,US,6.8,1176.0,3.834,6.7,John Z. DeLorean,ACTOR,0
The Father Who Moves Mountains,MOVIE,2021,108,thriller,RO,5.5,3784.0,9.962,5.9,Adrian Titieni,ACTOR,-1
A Cop Movie,MOVIE,2021,107,drama,MX,7.0,1984.0,6.44,7.3,Mónica del Carmen,ACTOR,70
Aranyak,SHOW,2021,2,crime,IN,7.9,7629.0,5.4,7.214,Raveena Tandon,ACTOR,198
The Masked Scammer,MOVIE,2022,90,documentation,GB,6.1,401.0,5.118,6.5,Gilbert Chickli,ACTOR,73
Standing Up,SHOW,2022,47,comedy,FR,7.5,1317.0,3.634,6.722,Jean Siuen,ACTOR,40
Mine,SHOW,2021,70,drama,KR,7.7,1413.0,13.269,7.573,Lee Bo-young,ACTOR,90
True Story,SHOW,2021,39,drama,US,7.4,19285.0,22.514,7.033,Kevin Hart,ACTOR,39
Phantom Pups,SHOW,2022,25,family,CA,6.0,176.0,87.601,8.385,Jett Klyne,ACTOR,-1
Kitz,SHOW,2021,44,drama,DE,5.8,2705.0,6.335,7.244,Souhaila Amade,ACTOR,169
Summer Strike,SHOW,2022,50,drama,KR,7.9,554.0,11.77,7.2,Kim Seol-hyun,ACTOR,90
Easy-Bake Battle: The Home Cooking Competition,SHOW,2022,38,reality,US,6.4,383.0,3.233,5.333,Antoni Porowski,ACTOR,26
The Raincoat Killer: Chasing a Predator in Korea,SHOW,2021,48,documentation,KR,6.4,2630.0,9.645,6.313,Rob Sixsmith,DIRECTOR,-1
Nail Bomber: Manhunt,MOVIE,2021,72,crime,GB,6.3,2289.0,6.551,6.526,Tony Blair,ACTOR,-1
Too Hot to Handle: Brazil,SHOW,2021,55,reality,BR,5.4,562.0,5.825,6.8,Gabriel Veiga,ACTOR,205
Carnaval,MOVIE,2021,94,comedy,BR,4.0,970.0,10.065,5.194,Giovana Cordeiro,ACTOR,187
Rhythm + Flow France,SHOW,2022,43,reality,FR,6.2,166.0,4.586,7.6,SCH,ACTOR,201
Marriage or Mortgage,SHOW,2021,40,reality,US,5.3,466.0,2.898,6.0,Nichole Holmes,ACTOR,26
Cook at all Costs,SHOW,2022,36,reality,CA,6.4,281.0,12.621,2.0,Jordan Andino,ACTOR,-1
Bhool Bhulaiyaa 2,MOVIE,2022,142,comedy,IN,5.7,31608.0,7.398,6.309,Kartik Aaryan,ACTOR,24
The White Tiger,MOVIE,2021,125,drama,IN,7.1,61821.0,16.052,6.96,Adarsh Gourav,ACTOR,8
The Longest Night,SHOW,2022,45,drama,ES,5.9,2543.0,1.515,7.0,Alberto Ammann,ACTOR,133
Navillera,SHOW,2021,64,drama,KR,8.7,2545.0,11.607,8.553,Park In-hwan,ACTOR,90
Cooking With Paris,SHOW,2021,23,reality,US,5.4,1155.0,3.623,6.435,Paris Hilton,ACTOR,26
Then Barbara Met Alan,MOVIE,2022,67,drama,GB,6.7,203.0,3.528,6.2,Ruth Madeley,ACTOR,34
Would You Like a Cup of Coffee?,SHOW,2021,27,drama,KR,8.3,153.0,3.675,7.2,Ong Seong-wu,ACTOR,90
Robin Robin,MOVIE,2021,30,animation,GB,7.2,1533.0,20.012,6.993,Bronte Carmichael,ACTOR,207
Neymar: The Perfect Chaos,SHOW,2022,55,documentation,US,6.6,3922.0,15.976,7.4,Neymar Jr,ACTOR,0
Twenty Somethings: Austin,SHOW,2021,30,reality,US,6.2,534.0,2.249,1.7,Unknown,Unknown,26
The Fight for Justice: Paolo Guerrero,SHOW,2022,43,drama,PE,6.5,107.0,3.466,7.667,Nikko Ponce,ACTOR,-1
Yes Day,MOVIE,2021,86,comedy,US,5.7,26409.0,18.763,6.778,Jennifer Garner,ACTOR,4
Father Christmas Is Back,MOVIE,2021,105,comedy,GB,4.5,6686.0,16.85,4.671,Nathalie Cox,ACTOR,6
Surviving Death,SHOW,2021,54,documentation,US,6.2,2198.0,1.722,2.0,Ansuman Bhagat,ACTOR,0
F*ck Love Too,MOVIE,2022,92,comedy,NL,3.8,1279.0,18.597,5.5,Yolanthe Cabau,ACTOR,167
Pelé,MOVIE,2021,108,documentation,GB,7.0,5204.0,19.951,7.463,Pelé,ACTOR,73
Cici,MOVIE,2022,155,drama,TR,7.2,4638.0,38.171,5.8,Ayça Bingöl,ACTOR,126
The Ghost,MOVIE,2022,138,action,IN,5.0,2214.0,3.579,4.1,Nagarjuna Akkineni,ACTOR,14
Thunder Force,MOVIE,2021,107,action,US,4.5,43212.0,24.507,5.617,Melissa McCarthy,ACTOR,17
Who's a Good Boy?,MOVIE,2022,95,comedy,MX,4.6,434.0,33.07,5.719,Sebastian Dante,ACTOR,43
Fever Dream,MOVIE,2021,93,thriller,CL,5.4,2153.0,12.003,5.726,María Valverde,ACTOR,-1
Q-Force,SHOW,2021,25,fantasy,US,6.6,5939.0,13.189,7.1,Sean Hayes,ACTOR,191
Memories of a Murderer: The Nilsen Tapes,MOVIE,2021,84,documentation,GB,6.3,3862.0,3.748,6.2,Dennis Nilsen,ACTOR,73
Neal Brennan: Blocks,MOVIE,2022,62,comedy,US,7.7,1436.0,5.238,6.5,Neal Brennan,ACTOR,4
Blood Red Sky,MOVIE,2021,121,fantasy,US,6.1,44006.0,38.818,7.0,Peri Baumeister,ACTOR,18
Blue Period,SHOW,2021,25,animation,JP,7.7,2711.0,15.263,7.3,Hiromu Mineta,ACTOR,33
Aftermath,MOVIE,2021,114,horror,US,5.3,17042.0,28.149,6.3,Ashley Greene,ACTOR,31
Oxygen,MOVIE,2021,100,thriller,FR,6.5,40584.0,15.62,6.611,Mélanie Laurent,ACTOR,178
Carolin Kebekus: The Last Christmas Special,MOVIE,2021,66,comedy,,4.8,104.0,0.707,5.5,Carolin Kebekus,ACTOR,139
Jurassic World Camp Cretaceous: Hidden Adventure,MOVIE,2022,32,action,US,6.540941965073206,21150.29081903414,16.757,6.3,Paul-Mikél Williams,ACTOR,17
Amend: The Fight for America,SHOW,2021,58,war,US,7.8,1281.0,15.355,7.06,Will Smith,ACTOR,129
Count Me In,MOVIE,2021,81,documentation,,6.8,2006.0,2.649,7.1,Cindy Blackman Santana,ACTOR,84
Rurouni Kenshin: The Final,MOVIE,2021,139,drama,JP,7.2,9396.0,38.353,7.787,Takeru Satoh,ACTOR,35
Johnny Hallyday: Beyond Rock,SHOW,2022,35,documentation,US,7.1,141.0,1.717,6.0,Johnny Hallyday,ACTOR,0
Shaman King,SHOW,2021,25,fantasy,JP,7.0,2066.0,48.868,8.291,Yoko Hikasa,ACTOR,-1
Army of Thieves,MOVIE,2021,127,crime,DE,6.4,80304.0,53.867,6.874,Matthias Schweighöfer,ACTOR,-1
Honeymoon with My Mother,MOVIE,2022,110,comedy,ES,5.8,3316.0,22.686,6.5,Carmen Machi,ACTOR,164
The Cage,SHOW,2022,37,drama,KW,6.9,113.0,2.044,5.0,Unknown,Unknown,202
Lesson Plan,MOVIE,2022,101,crime,PL,5.0,1479.0,755.987,6.4,Piotr Witkowski,ACTOR,-1
Procession,MOVIE,2021,118,documentation,US,7.2,1283.0,7.144,6.067,Joe Eldred,ACTOR,66
Transformers: War for Cybertron: Kingdom,SHOW,2021,24,action,US,6.540941965073206,21150.29081903414,16.664,8.0,Unknown,Unknown,30
Army of the Dead,MOVIE,2021,138,action,US,5.7,176201.0,57.862,6.3,Dave Bautista,ACTOR,17
"Devotion, a Story of Love and Desire",SHOW,2022,40,drama,IT,6.4,1994.0,10.822,6.5,Michele Riondino,ACTOR,144
The Pirates: The Last Royal Treasure,MOVIE,2022,126,action,KR,6.1,4046.0,34.18,6.8,Kang Ha-neul,ACTOR,162
Blue Miracle,MOVIE,2021,95,drama,MX,6.6,7277.0,12.444,7.5,Jimmy Gonzales,ACTOR,70
Sparking Joy with Marie Kondo,SHOW,2021,42,comedy,US,6.4,432.0,3.113,7.0,Marie Kondo,ACTOR,16
Fatherhood,MOVIE,2021,110,drama,US,6.6,34661.0,38.452,7.6,Kevin Hart,ACTOR,1
David Spade: Nothing Personal,MOVIE,2022,66,comedy,,5.8,867.0,4.409,5.182,David Spade,ACTOR,139
